© 2000-2025 QIAGEN. All rights reserved.

Analysis Details for My Projects->Nasal_TB->blood5k_ipa - 2025-11-25 05:21 PM
Workspace	My Projects
Project	Nasal_TB
Analysis	blood5k_ipa - 2025-11-25 05:21 PM
Date	Tue Nov 25 14:21:55 PST 2025
Analysis ID	43056416

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.05
Cutoff for Expression qvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Human) AND
(confidence = High (predicted) OR Experimentally Observed) AND
(tissues = Other T lymphocytes OR Activated CD56dim NK cells OR Bone marrow-derived dendritic cells OR Th17 cells OR Cytotoxic T cells OR Memory B cells OR Peripheral blood lymphocytes OR Activated CD56bright NK cells OR B lymphocytes not otherwise specified OR Effector memory cytotoxic T cells OR Other Monocyte-derived dendritic cells OR Effector memory RA+ cytotoxic T cells OR BDCA-1+ dendritic cells OR Dendritic cells not otherwise specified OR Myeloid dendritic cells OR Other Peripheral blood leukocytes OR PBMCs OR NK cells not otherwise specified OR Other NK cells OR Granulocytes not otherwise specified OR Other Dendritic cells OR Mature monocyte-derived dendritic cells OR Peripheral blood monocytes OR CD4+ T-lymphocytes OR Macrophages not otherwise specified OR Activated Vd1 Gamma-delta T cells OR Intraepithelial T lymphocytes OR Pro-B lymphocytes OR Monocyte-derived macrophage OR Mononuclear leukocytes not otherwise specified OR Other Granulocytes OR Plasma cells OR Plasmacytoid dendritic cells OR Immature monocyte-derived dendritic cells OR Other Memory T lymphocytes OR Immune cells not otherwise specified OR CD56bright NK cells OR Langerhans cells OR Central memory helper T cells OR Central memory cytotoxic T cells OR Other Mononuclear leukocytes OR Murine NKT cells OR Th2 cells OR Memory T lymphocytes not otherwise specified OR Naive B cells OR Neutrophils OR Other Macrophages OR Vd1 Gamma-delta T cells OR BDCA-3+ dendritic cells OR Activated Vd2 Gamma-delta T cells OR Effector T cells OR Eosinophils OR Vd2 Gamma-delta T cells OR CD56dim NK cells OR CD34+ cells OR Mast cells OR Peritoneal macrophages OR Naive helper T cells OR Lymphocytes not otherwise specified OR Monocytes not otherwise specified OR Effector memory helper T cells OR Activated helper T cells OR Other Monocytes OR T lymphocytes not otherwise specified OR Th1 cells OR Natural T-regulatory cells OR Bone marrow-derived macrophages OR Thymocytes OR Monocyte-derived dendritic cells not otherwise specified OR Peripheral blood leukocytes not otherwise specified OR Other Immune cells OR Other Lymphocytes OR Other B lymphocytes OR Pre-B lymphocytes OR Microglia)

Canonical Pathways for My Projects->Nasal_TB->blood5k_ipa - 2025-11-25 05:21 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
KCNS1	KCNS1	0.393536976591688	0.0111427243079715	0.077954365143532
KCNS2	KCNS2	1.18071927447223	2.75290942767238E-4	0.0128010288386766
KCTD2	KCTD2	0.331818029499331	0.00427681068420766	0.0502720578318806
KCTD21	KCTD21	0.371955485769909	0.0106412862230812	0.0763758028590725
KCTD7	KCTD7	-0.335370163453099	0.0149585027092211	0.0893283873260421
KDELR2	KDELR2	-0.140726444999275	0.0107242603236111	0.076602620664464
KDM2A	KDM2A	0.378242674708495	0.00170356803892591	0.0325544851274198
KDM3B	KDM3B	0.340115069720111	0.00578002820931463	0.0588980230240607
KDM4B	KDM4B	0.373368726127427	0.0154017174931095	0.0908408191540624
KDM5C	KDM5C	0.266496243679591	0.00292816598794354	0.0430431143643966
KDM6A	KDM6A	0.215881462300831	0.0145708354455372	0.0882601625988901
KDM7A	KDM7A	0.320864144810271	0.0137833221552759	0.0856525631794911
KHDC1	KHDC1	-0.38329097765834	0.0179352372266596	0.0979374174965144
KIAA0040	KIAA0040	0.443393554698861	0.0158387216191905	0.0921347688102889
KIAA0825	KIAA0825	0.686199087206267	0.00406828924536608	0.0494360931819311
KIAA0930	KIAA0930	0.470580832805378	0.0104145494251216	0.0755108962996085
KIAA1614	KIAA1614	0.396004294358192	0.0113788473339249	0.0787081627918629
KIAA2013	KIAA2013	0.364007327885876	0.00932532517878316	0.0719092200566376
KIDINS220	KIDINS220	0.339002402018718	0.00313985666492143	0.0440211060056824
KIF1B	KIF1B	0.904375471376116	1.35476760350343E-4	0.00954495357013783
KIF22	KIF22	-0.349840911147432	0.0140729470000013	0.0864454472258995
KIF24	KIF24	0.56040759636997	0.00171821797782013	0.0326555051642926
KIF26B	KIF26B	-0.424147393280544	0.012001932755961	0.0801690632162129
KIF27	KIF27	0.503660186253671	0.0108449181211626	0.0768658771924035
KIRREL3	KIRREL3	0.781603619579282	0.00159573663926011	0.0314378680748557
KLC3	KLC3	1.2164916539024	0.00746606259299085	0.0653397573225987
KLF11	KLF11	-0.334188790930585	0.0168404128411715	0.094981546783314
KLHDC8A	KLHDC8A	1.1321588696454	9.6537477475537E-4	0.0248468230771908
KLHL11	KLHL11	-0.270194883086647	0.00763825089609291	0.0660592684442009
KLHL14	KLHL14	-0.78829339739253	0.0127762583586738	0.0824970492511212
KLHL2	KLHL2	0.880695099190199	3.1719211875066E-4	0.013327801375216
KLHL20	KLHL20	-0.215478535631834	0.00969493110801675	0.0733031376459803
KLHL22	KLHL22	-0.32323616448094	0.00191235686540968	0.0343780647841044
KLHL42	KLHL42	-0.296084480638776	0.0177497633737405	0.0975524685106223
KLHL7	KLHL7	-0.264397140208888	0.00469960911451513	0.052700600600873
KLHL8	KLHL8	0.492266056920247	0.00471650476017449	0.0527628239009095
KLRB1	KLRB1	-0.861718888712125	0.00128745855872543	0.0288283256729048
KLRF1	KLRF1	-0.787513605355238	8.64055548725513E-4	0.0233596412882188
KLRG1	KLRG1	-0.624058805204972	0.00992859684402495	0.0741852843996508
KMT2B	KMT2B	0.304610356521515	0.00683476221270063	0.0636056923730313
KMT2D	KMT2D	0.324603855674649	0.00343202390482007	0.0460452761090284
KMT5A	KMT5A	0.385106930833654	4.94727413497187E-4	0.0175609349065795
KNOP1	KNOP1	-0.32848340545614	0.0157436814916644	0.0920470900288009
KPNA2	KPNA2	-0.357777016942533	0.00700046488606797	0.0639863727750478
KPNB1	KPNB1	0.378433604048061	0.00660143993271982	0.0621199589589502
KRBA2	KRBA2	-0.24916202168471	0.00218151780345655	0.0370672026287685
KREMEN1	KREMEN1	1.65595895339768	4.76908937629211E-5	0.00549824766936156
KRR1	KRR1	-0.211357601418589	0.0103059443783343	0.0751739947950447
KY	KY	0.665597014841563	0.00590446654818442	0.0592997180325217
LACTB	LACTB	0.704261943014346	5.47061533109339E-5	0.00583347745362606
LAIR2	LAIR2	1.0453372020767	0.00476552218180152	0.0530576009423317
LAMA5	LAMA5	-0.528227414353061	0.00176337404678435	0.0329746219204312
LAMP1	LAMP1	0.368186560768197	0.0133522881245459	0.0844355203625209
LAMTOR1	LAMTOR1	0.362091394785953	0.0098113223830717	0.0738171383539711
LANCL1	LANCL1	-0.369798681972167	0.00622653450037926	0.0607838742339332
LAP3	LAP3	0.620104274214177	0.0121486409258737	0.0807016861504465
LARP1	LARP1	0.395627080237903	1.78905313283127E-4	0.0106201239161686
LARP4	LARP4	-0.231546200467722	0.0129570704452658	0.0830835075781643
LASP1	LASP1	0.368777888775859	0.00682765456073472	0.0635819633659876
LAT2	LAT2	0.600332669955877	0.00255394594846518	0.0403578512127545
LATS2	LATS2	0.589511477260138	0.00255455072550984	0.0403578512127545
LBR	LBR	0.477740433138063	0.00306554541481983	0.0439059122553764
LCAT	LCAT	0.506301532747469	2.54158221557426E-4	0.0123536835913801
LCN2	LCN2	0.80242172741772	0.0144392486172267	0.0878062415912434
LCP1	LCP1	0.467858090443721	0.00567449750169128	0.0581546434048141
LCP2	LCP2	0.324287335008347	5.95334933588151E-4	0.0190043989097362
LDAH	LDAH	-0.335525469817382	0.0125512297211172	0.0818941321840902
LDHD	LDHD	-0.631080397129295	0.00277160167592649	0.0417536105606636
LEPR	LEPR	0.666163042791249	8.12872376399252E-4	0.0224102167011256
LEPROT	LEPROT	0.363654354782381	0.00290160651478935	0.0428786132217282
LFNG	LFNG	-0.403547804595496	0.00177159404304151	0.0329956433917611
LGALS12	LGALS12	-0.67667161121646	0.00413713289689728	0.0498306069144429
LGALS8	LGALS8	0.294722323841317	0.0125931015169717	0.0819756258337636
LHFPL2	LHFPL2	1.05194510454093	4.01190782116722E-7	4.08190555441402E-4
LHFPL5	LHFPL5	0.814986545276217	1.55406908578203E-4	0.010226067805028
LIAS	LIAS	-0.224713815410285	0.00590023539340496	0.0592997180325217
LIF	LIF	-0.929497569879203	0.00931812622881154	0.0719092200566376
LILRA4	LILRA4	-1.06734007933372	0.00144066367558466	0.0301502255581818
LILRA5	LILRA5	0.738714883092523	0.00894232844453194	0.0705175137372643
LILRA6	LILRA6	0.841285415033955	0.00333552315658502	0.0455289119709991
LILRB2	LILRB2	0.495410606597223	0.0018610171462258	0.0338036317576171
LILRB3	LILRB3	0.703311027351866	0.00856952637144082	0.0690901373604692
LIMD1	LIMD1	-0.270396888694487	0.0156604322888531	0.0917526377276355
LIMK1	LIMK1	0.591986516005575	7.31714420628E-6	0.00192592757882276
LIMK2	LIMK2	1.01958469922771	1.69989669647038E-4	0.0105393595181164
LIMS1	LIMS1	0.281066146408616	0.0172594932095549	0.0959223735999208
LIN52	LIN52	-0.274634350928704	0.00961946675038641	0.0729461603486201
LINS1	LINS1	0.297565822246136	7.0410588827747E-4	0.0208540915954792
LITAF	LITAF	0.544886047263894	0.00994388587428579	0.074214177181514
LLGL1	LLGL1	-0.317429275878913	0.00105866376313376	0.0257878279219745
LMAN2	LMAN2	0.229118742194068	0.011904642574663	0.0799950693239641
LMNB1	LMNB1	0.968335646624464	9.57110872786598E-5	0.00817498250780492
LMTK2	LMTK2	0.907577315537602	4.8408868143402E-6	0.0014680515447836
LONRF1	LONRF1	0.371071888925146	0.00430795281425856	0.0504160585225729
LONRF3	LONRF3	1.04346214120694	0.00120522144448214	0.027587562349824
LOXL1	LOXL1	1.11861400161432	1.66831069647652E-5	0.00321350030900662
LOXL3	LOXL3	0.398593398214155	0.011468270896065	0.0788090536946339
LPCAT2	LPCAT2	0.670566290415044	6.63157647510247E-4	0.0199376059973447
LPGAT1	LPGAT1	0.348684930722035	0.00781300041162298	0.066539289219866
LPIN2	LPIN2	0.329627662188556	6.37852850522644E-4	0.019801859900182
LRATD2	LRATD2	-0.591118396454536	2.15590572703409E-4	0.0115229444031133
LRCH1	LRCH1	-0.204040811481067	0.00273898414671563	0.0413758929445783
LRFN1	LRFN1	0.570199166306833	0.0118071981656025	0.0796937572131207
LRG1	LRG1	1.23125056838919	4.05615334359883E-4	0.0157059305534449
LRP10	LRP10	0.702153737697729	0.00100279147324048	0.025388277770789
LRPAP1	LRPAP1	0.482652171482961	0.00194973493875849	0.0346785606666722
LRR1	LRR1	-0.400902942227386	0.00408510057123847	0.0495743589403422
LRRC17	LRRC17	1.15194087232423	2.88239104241457E-4	0.0128867933505519
LRRC4	LRRC4	0.846644615877166	1.77986599154759E-4	0.0106161201078341
LRRC40	LRRC40	-0.36378722222772	0.002536804434092	0.040259865592245
LRRC43	LRRC43	-0.551586780901442	0.0118859425293905	0.0799464311885237
LRRC51	LRRC51	0.413849748814564	1.82548205395588E-4	0.0106550103149308
LRRC58	LRRC58	-0.231802136740515	0.0181526741262599	0.0986467434036461
LRRC61	LRRC61	0.467599874669246	5.43060789384817E-4	0.018387616533782
LRRC63	LRRC63	-0.632770472131955	0.00458186156389081	0.0519160844285869
LRRFIP2	LRRFIP2	0.353789922335793	0.00421203214790973	0.0501327007495526
LRRK2	LRRK2	0.742108692514363	9.43922256322535E-4	0.0244785501428298
LRRN2	LRRN2	0.470466884002048	0.00715433769595012	0.0644188007920568
LRRN3	LRRN3	-0.695960170943916	0.00917885327579003	0.071476735452321
LSM2	LSM2	-0.278834547788042	0.00593599947752542	0.0594025772679194
LSM5	LSM5	-0.456281646069269	0.00268036898192077	0.0409990650195118
LSMEM1	LSMEM1	0.689999359323793	0.0176260988505395	0.0972266765265058
LTA4H	LTA4H	0.688949958102386	1.67413526726517E-4	0.0105199040443014
LTB4R	LTB4R	0.738375164314459	0.00101699172621955	0.0255978282671255
LTBP1	LTBP1	0.872281802835502	7.8272104268826E-4	0.0220140293256073
LTBR	LTBR	0.603087332458556	0.00172181820649202	0.0326794067762771
LTF	LTF	2.1097019322133	3.20326889485938E-5	0.00465475011284254
LUC7L	LUC7L	-0.273453302762442	0.013446648182099	0.0848266657296899
LY96	LY96	0.718429058449058	0.00176283185800451	0.0329746219204312
LYN	LYN	0.591883223881811	0.00899427634387368	0.0708070852127753
LYPD2	LYPD2	-0.783475208423291	0.00266660787171809	0.0409877113089271
LYPLA1	LYPLA1	0.394749950009589	9.21645857732862E-5	0.00793639488603298
LYRM1	LYRM1	0.570673341207651	3.67538370798769E-4	0.0148465532493441
LYSMD1	LYSMD1	0.311048308631368	0.00974892648294014	0.0735519331730746
LYVE1	LYVE1	0.743767684807187	0.00976317921594952	0.0736196486824302
MACROD2	MACROD2	-0.899420359759483	0.00961067968753686	0.0729461603486201
MAEA	MAEA	0.389177109230655	0.00848074594822008	0.0688228074331996
MAFF	MAFF	0.418556793134019	0.0040433368292936	0.049296500471194
MAFG	MAFG	0.553347130532316	0.00223676758466869	0.0377302391851611
MAGEE1	MAGEE1	-0.50460719022366	0.00275594429088776	0.0415626193058209
MAGI3	MAGI3	0.700594533963582	5.40249627785151E-5	0.00583347745362606
MAGIX	MAGIX	0.481805140520576	0.0100734743385865	0.0745265979866349
MAML3	MAML3	0.557607261903606	0.00725163671495031	0.0648463667779211
MAN1A1	MAN1A1	0.465789726660195	0.00115174788373744	0.0268228430352875
MAN2A2	MAN2A2	0.771473937498966	7.49845435516774E-5	0.00702036498352952
MANEAL	MANEAL	-0.433797936489581	0.00567789421629798	0.0581546434048141
MANSC1	MANSC1	0.952348603549843	0.00675838664108016	0.0631476849585186
MANSC4	MANSC4	-0.868345471720918	8.4514378175004E-4	0.022990690183615
MAOA	MAOA	0.806251898302302	0.00768180753054525	0.0661878030885934
MAOB	MAOB	2.24801579324558	7.94391013041822E-7	5.83906225740663E-4
MAP1A	MAP1A	0.869896525899086	0.0011238624944398	0.0266597443486336
MAP1LC3B	MAP1LC3B	0.354419189173802	0.00916056109049382	0.071476735452321
MAP1LC3B2	MAP1LC3B2	0.768955431461605	0.0015896776179111	0.0314378680748557
MAP2K2	MAP2K2	0.251008309715002	0.014371459083681	0.0877382294167835
MAP2K6	MAP2K6	0.733089614822483	0.00968241610657375	0.073248212953744
MAP3K20	MAP3K20	1.29816905551843	1.18864069687927E-6	7.10684827720948E-4
MAP3K3	MAP3K3	0.421553618176642	0.00753906252332601	0.065595104816479
MAP4K4	MAP4K4	0.439964562251877	0.0100482839167529	0.0745265979866349
MAP7D3	MAP7D3	-0.27568358395739	0.00455639005344837	0.0519160844285869
MAPK13	MAPK13	0.494719516908615	0.010551351869203	0.0759948238065048
MAPK14	MAPK14	1.08318482338817	3.77115245983752E-5	0.00500959123965382
MAPKAPK2	MAPKAPK2	0.364532515870986	0.00256674418227249	0.040413184359708
MAPT	MAPT	0.302045338273363	0.0116478707900532	0.0793010236804499
MARCHF3	MARCHF3	0.969496460500664	2.59817113109236E-4	0.012498099061634
MARCHF5	MARCHF5	0.303991698237611	0.00973842636122296	0.0735124717202707
MARCHF6	MARCHF6	0.26578216953811	0.00143565995997619	0.0301164758521322
MARCKS	MARCKS	0.627916493052136	0.015311773022931	0.0905217729156395
MARCKSL1	MARCKSL1	-0.488560301565663	0.00291447351105409	0.0429323183518527
MARCO	MARCO	1.05481550247032	2.93821577908796E-4	0.0129709209235054
MARK2	MARK2	0.365996966843271	0.0126804754560759	0.0821442311735472
MARK3	MARK3	0.288236995500647	0.00205590681007555	0.0358030075177089
MARS1	MARS1	0.236015337276011	0.0138422196310901	0.0857415211343762
MAST3	MAST3	0.372466295431778	0.0154666943227302	0.0910765664002052
MAT2A	MAT2A	-0.222183411939237	0.00225578366265304	0.03778020455046
MAX	MAX	0.324024434882058	0.0047087236048537	0.0527189253867818
MBLAC2	MBLAC2	-0.441621974851988	0.00815338129495755	0.0679448441246462
MBNL2	MBNL2	-0.387040871434019	0.00279284207237541	0.0418716681008209
MBOAT1	MBOAT1	0.351389750386857	0.0170644109942787	0.0952956498679693
MBOAT2	MBOAT2	0.631764102986826	0.00528988156304842	0.0560317750983488
MCAM	MCAM	0.548353660362481	0.00293221367349587	0.0430572428897552
MCC	MCC	0.374851953851671	0.0100611626475495	0.0745265979866349
MCCC2	MCCC2	-0.27857689765601	0.01304526055097	0.0833629797004268
MCEMP1	MCEMP1	1.62177418163262	4.80583924296206E-4	0.0171901172921335
MCL1	MCL1	0.421095525929014	0.0095579174517923	0.0728158569604655
MCM3	MCM3	-0.337429009536916	0.00762176763662932	0.0659576045477537
MCM8	MCM8	-0.450236682606434	5.21194640703961E-4	0.0180413529474448
MCMBP	MCMBP	0.421906934954275	0.00111145551723955	0.0265039392572508
MCPH1	MCPH1	-0.252193744788554	0.0105339711991575	0.0759948238065048
MCTP1	MCTP1	0.572417185617968	0.00378290181613454	0.0478407914899708
MCTP2	MCTP2	0.827899847892384	4.77239907737198E-4	0.0171567791122316
MCU	MCU	0.370619935098058	0.00216851699607707	0.0369999782771167
MDH1	MDH1	-0.290594845908322	0.0126955528609439	0.0821442311735472
MDH2	MDH2	-0.158274290357718	0.014054888907446	0.086410621533218
ME2	ME2	0.229624066898192	0.0114401808796916	0.0787081627918629
MEAF6	MEAF6	-0.305847079069391	3.6823709134574E-4	0.0148465532493441
MED10	MED10	-0.229121526840984	0.00310779197687463	0.043924719429991
MED12	MED12	0.281784263439226	0.0157152729279378	0.091932263369579
MED12L	MED12L	1.01953297769827	5.2508412650953E-7	4.88328237653863E-4
MED13L	MED13L	0.329343023483191	0.00603852364150481	0.0598250445585522
MED16	MED16	0.344539308518154	0.00970180263690968	0.0733153557881311
MED24	MED24	-0.210208766199514	0.00824973693396238	0.0681982389145714
MED9	MED9	-0.220913155413531	0.0119418206000213	0.0801458606315553
MEF2A	MEF2A	0.45508297467533	0.00983378726914016	0.0738228636713673
MEF2B	MEF2B	0.68830648243019	6.39072235753443E-4	0.019801859900182
MEGF11	MEGF11	0.275857783452563	0.00491775402002407	0.0538060145720281
MEGF9	MEGF9	0.663836060100558	0.00257895751180136	0.0404229857186842
MEI1	MEI1	-0.582377664102992	3.08562158225359E-4	0.0132149638589301
METAP1	METAP1	-0.249987066380365	0.0166157053438408	0.0945586292513904
METRNL	METRNL	0.371306237138066	0.016253089144697	0.0933515668219913
METTL17	METTL17	-0.251982313514709	0.00539231550291865	0.0564735745238101
METTL2B	METTL2B	-0.267189471599992	0.00678379476548736	0.0632913314084321
METTL9	METTL9	0.807209472457205	2.17977461199676E-4	0.0115453118290128
MFHAS1	MFHAS1	0.542666053018863	0.00409568880514662	0.0495962316248223
MFN2	MFN2	0.637977121340771	1.01072604864769E-4	0.00838629379702278
MFSD13A	MFSD13A	0.762896449331742	8.38225231220776E-5	0.007563413603501
MFSD14A	MFSD14A	0.409546062140364	3.09204474925058E-4	0.0132149638589301
MFSD14B	MFSD14B	0.623223027959638	5.65569339030897E-5	0.00588783005931419
MGAM	MGAM	1.19260003560239	0.00338032858229148	0.0457466074608642
MGAM2	MGAM2	1.03460530580281	0.0117092808246885	0.0794476982025312
MGME1	MGME1	-0.250285243279549	0.00927775477031524	0.0718227963628732
MIA2	MIA2	0.238187715378741	0.0156959449051745	0.0918835213710383
MICALL1	MICALL1	0.306392802746647	0.017875290336041	0.0978576421993811
MICALL2	MICALL2	0.654717108258725	0.00380805187900219	0.0479475330264109
MIDN	MIDN	0.469263913672915	0.004620981471485	0.0521965113580695
MIF4GD	MIF4GD	-0.230769748820276	0.00852407270885344	0.0689338053846409
MIGA1	MIGA1	-0.271164349456784	0.0133445943555955	0.0844355203625209
MIIP	MIIP	0.513963358074324	0.00162403251639615	0.031685669375841
MILR1	MILR1	0.654527473580092	0.0126081136374548	0.0819968229568739
MINDY1	MINDY1	0.600934732043682	0.0133558914047845	0.0844355203625209
MINDY4B	MINDY4B	1.87455254231817	0.00241405645245802	0.0391677366525933
MKNK1	MKNK1	0.947920898006948	1.26520462658381E-5	0.00263426933445434
MKNK2	MKNK2	0.471242229171999	0.00178972406491434	0.033173367486485
MLKL	MLKL	0.413154520823208	0.0112038601226357	0.0782203036183344
MLLT1	MLLT1	0.519539902756603	0.00312605324052989	0.0440211060056824
MMP24	MMP24	0.301767751824684	0.0113087081517157	0.0783688418859585
MMP25	MMP25	0.969361556055433	0.00100054586147413	0.0253774813955712
MMP8	MMP8	2.32581959610991	7.00488242127366E-6	0.00187919441878399
MMP9	MMP9	1.74975036335844	2.0135676614064E-4	0.0111024778168456
MMRN1	MMRN1	1.43878110218995	5.32236693281567E-6	0.00157972380239955
MMS19	MMS19	-0.240604814206453	0.00770530410149646	0.0661878030885934
MNT	MNT	0.316426120674539	0.0091143516799472	0.0713497227470614
MOB1A	MOB1A	0.244574901863939	0.0105469589839343	0.0759948238065048
MOB3C	MOB3C	0.433932723499147	0.00425849029971486	0.0502720578318806
MOCS1	MOCS1	1.0135944095233	0.0179376416991824	0.0979374174965144
MOCS2	MOCS2	-0.367952092336139	0.0162477803667081	0.0933515668219913
MOSMO	MOSMO	-0.305179586337563	0.0103072342928254	0.0751739947950447
MOSPD3	MOSPD3	0.442015264725513	9.02120303872246E-4	0.0240464663164158
MOXD1	MOXD1	-0.921372378983891	0.0101870806054975	0.0748326612686949
MPHOSPH6	MPHOSPH6	-0.293273120314538	0.0177037018015425	0.0973843218184219
MPIG6B	MPIG6B	0.944362287771596	0.00596506587463813	0.0595257574320514
MPL	MPL	0.517861120472292	0.00880081375356336	0.070110362003506
MPP1	MPP1	0.773087150589539	0.0145865574287921	0.0882910316678151
MPZ	MPZ	0.938202280285821	6.80321862030081E-5	0.00668344364459129
MR1	MR1	0.288416228824677	0.0127147950728577	0.0821924890020226
MRFAP1L1	MRFAP1L1	-0.31077679667855	0.00431661385343631	0.0504750739777339
MROH6	MROH6	0.755679905966676	0.00192456180130791	0.0345085310131688
MROH8	MROH8	-0.470734169876132	0.00691083308410443	0.0638918137852465
MSH2	MSH2	-0.471682266807881	2.15009708709004E-4	0.0115229444031133
MSL1	MSL1	0.513581830293361	0.0137740933164789	0.0856525631794911
MSL3	MSL3	0.394533849139252	0.00640974103008479	0.0616327532796199
MSRB1	MSRB1	0.75620248754264	0.00501148918196448	0.0543625770516364
MSRB2	MSRB2	0.933080849442006	2.82233790793723E-4	0.012866540462655
MUC5AC	MUC5AC	-0.67533352885231	0.0116198035471384	0.0792169337867702
MVP	MVP	0.468089534682156	0.00302626522190721	0.043657083604556
MXD1	MXD1	0.657002093280794	0.0157694835628379	0.0921207268432115
MXD3	MXD3	0.660069637946391	0.00392483300548856	0.0484097439669013
MXD4	MXD4	-0.322945049911082	0.0115514032540831	0.0789806794797968
MXI1	MXI1	0.819530015315875	0.00595197606449166	0.0595061128536661
MYADM	MYADM	0.555422589329528	0.0138084687446008	0.0856525631794911
MYBPC3	MYBPC3	0.825122803451828	0.00337385413318153	0.0457466074608642
MYBPH	MYBPH	-1.4260086863214	0.0129552055007622	0.0830835075781643
MYH10	MYH10	0.475613746964126	0.00385293645276506	0.0481185886446486
MYH7B	MYH7B	0.402833117940585	0.00458499039541355	0.0519160844285869
MYH9	MYH9	0.404605312151777	0.0108899085170642	0.0770356104528628
MYL5	MYL5	0.629684689582445	1.48415357074178E-4	0.00995381841915761
MYL9	MYL9	0.977383731074039	0.00627037139348649	0.0609259386317262
MYO10	MYO10	1.209749036893	8.09895289855089E-4	0.0223723550365911
MYOF	MYOF	1.18751947829236	2.04275776968216E-6	8.90514715220817E-4
MYOZ3	MYOZ3	0.621278118042854	0.00125219575017531	0.0283113949999117
MZT2B	MZT2B	-0.35332979569824	0.00243991438519032	0.0393034707545091
N4BP1	N4BP1	0.481771557625319	0.00742039256423393	0.0653263603348168
N4BP2L2	N4BP2L2	0.241561867082403	0.00839527721221914	0.0684477598541537
N4BP3	N4BP3	-0.745778890131542	3.54471225030082E-4	0.0144601878288733
NAA40	NAA40	-0.279131761008095	0.0183171676297292	0.0991942889886343
NAA80	NAA80	-0.589211514545125	0.0029052939915185	0.0428876732081303
NAAA	NAAA	-0.454618723731586	0.00429196112699639	0.0502842744056622
NABP1	NABP1	0.724871860316828	7.11097958153124E-4	0.0209191415832812
NAIP	NAIP	1.35291669830732	3.15124240168056E-6	0.00107442830500068
NAMPT	NAMPT	0.869165999228658	0.00179064843851779	0.033173367486485
NAP1L5	NAP1L5	0.559712418480857	3.70589964315749E-6	0.00123088809576302
NAPB	NAPB	0.189016870326479	0.0062763035964835	0.0609259386317262
NAPEPLD	NAPEPLD	-0.234560872707851	0.0116107101920272	0.0792169337867702
NARF	NARF	0.51599216191484	5.79181188917679E-4	0.0189041485662692
NASP	NASP	0.229533907659756	0.0071946653355842	0.064482182286144
NAT8L	NAT8L	-0.983378808812604	0.00419668971032345	0.0501231348107981
NATD1	NATD1	0.602542839757702	0.0109929365038026	0.0773720808415977
NBEAL2	NBEAL2	0.509255902932405	0.00323396947897105	0.044818742023118
NBN	NBN	0.584676973848591	0.0013216295597665	0.0292182763213037
NBPF20	NBPF20	-0.478278139394308	0.00476947896642896	0.0530576009423317
NCF4	NCF4	0.647803690998077	0.00981582735818038	0.0738171383539711
NCOA4	NCOA4	0.678167759419271	0.0171577697037802	0.095587415082961
NCR3LG1	NCR3LG1	-0.54372260225458	3.14673116001117E-4	0.0132619032272374
NCSTN	NCSTN	0.498706437047456	0.00415240136537506	0.0498306069144429
NDC80	NDC80	-0.572656912742394	0.00271521394653166	0.041299289240696
NDEL1	NDEL1	0.467484106566774	0.00329616100051118	0.0453189914410593
NDST1	NDST1	0.701641279823527	0.00101087364099134	0.025546534948966
NDUFA4L2	NDUFA4L2	-0.557745406442442	0.00502609292037433	0.0544356977500816
NDUFA8	NDUFA8	-0.27670575860587	0.010229592102103	0.0750396971076975
NDUFAF4	NDUFAF4	-0.504389471988326	0.0136589931193179	0.085367937912119
NDUFS8	NDUFS8	0.387884507753986	0.00400728521528409	0.0490365164501869
NDUFV1	NDUFV1	-0.295898291754689	0.00236331199150717	0.0387861203312059
NECTIN2	NECTIN2	1.2121405797292	1.10660486168876E-4	0.00852296676653924
NECTIN3	NECTIN3	-0.717679565107301	0.0040529187615051	0.0493352676465934
NEDD4	NEDD4	0.451739447405543	0.0136798247997742	0.085384141367718
NEDD4L	NEDD4L	0.501127449564856	0.00759868115568824	0.0658816005461735
NEDD9	NEDD9	0.367503113978244	0.0100644343190832	0.0745265979866349
NEFH	NEFH	0.583637834056243	0.00768410934190366	0.0661878030885934
NEMP1	NEMP1	-0.338048304268576	0.00515381926624417	0.0552619360216035
NETO2	NETO2	0.602497990644225	8.62985230332453E-6	0.00206403403224164
NEU1	NEU1	0.428239433254645	0.0102492503592675	0.0750396971076975
NEURL1	NEURL1	-0.825318246773376	0.00356881724433827	0.0467667097745742
NEURL3	NEURL3	0.855580504722513	0.0177746875326623	0.0975980513393846
NFAM1	NFAM1	0.610290489051561	0.00956068987202799	0.0728158569604655
NFASC	NFASC	0.798340856669254	0.00498230496679027	0.0541301824662961
NFAT5	NFAT5	0.21474373831926	0.0166602448415174	0.0946296480208337
