© 2000-2025 QIAGEN. All rights reserved.

Analysis Details for My Projects->Nasal_TB->nasal_5k_ipa - 2025-12-01 12:15 PM
Workspace	My Projects
Project	Nasal_TB
Analysis	nasal_5k_ipa - 2025-12-01 12:15 PM
Date	Mon Dec 01 09:15:07 PST 2025
Analysis ID	43063910

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Cutoff for Expression qvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Human) AND
(confidence = High (predicted) OR Experimentally Observed)

Canonical Pathways for My Projects->Nasal_TB->nasal_5k_ipa - 2025-12-01 12:15 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Dermatological Diseases and Conditions, Hereditary Disorder, Organismal Injury and Abnormalities	ichthyosis bullosa of Siemens	Ichthyosis bullosa of Siemens	1.04E-02	 	 	 	 	SLC9A3	1	
Cardiovascular Disease, Connective Tissue Disorders, Dermatological Diseases and Conditions, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	immune-mediated thrombotic thrombocytopenic purpura	Immune-mediated thrombotic thrombocytopenic purpura	1.04E-02	 	 	 	 	MS4A1	1	
Infectious Diseases, Organismal Injury and Abnormalities	infection	Infection by Klebsiella oxytoca	1.04E-02	 	 	 	 	PER1	1	
Infectious Diseases, Organismal Injury and Abnormalities	infection	Infection by arthrodermataceae	1.04E-02	 	 	 	 	CYP51A1	1	
Infectious Diseases, Organismal Injury and Abnormalities	infection	Infection by hookworm	1.04E-02	 	 	 	 	TUBB4B	1	
Gastrointestinal Disease, Hereditary Disorder, Organismal Injury and Abnormalities	intestinal dysmotility syndrome	Intestinal dysmotility syndrome	1.04E-02	 	 	 	 	ANO1	1	
Cellular Movement	invasion	Invasion by glioma stem cells	1.04E-02	 	 	 	 	ANO1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	follicular B-cell or T-cell lymphoma	Late relapsed follicular B-cell or T-cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Inflammatory Disease, Inflammatory Response, Neurological Disease, Organismal Injury and Abnormalities	leptomeningitis	Leptomeningitis	1.04E-02	 	 	 	 	MS4A1	1	
Cardiovascular Disease, Developmental Disorder, Endocrine System Disorders, Hereditary Disorder, Metabolic Disease, Organismal Injury and Abnormalities, Renal and Urological Disease	Liddle syndrome type 1	Liddle syndrome type 1	1.04E-02	 	 	 	 	SCNN1B	1	
Digestive System Development and Function, Gastrointestinal Disease, Hepatic System Development and Function, Hepatic System Disease, Infectious Diseases, Inflammatory Disease, Inflammatory Response, Organ Development, Organismal Injury and Abnormalities	chronic hepatitis C	Low grade chronic hepatitis C	1.04E-02	 	 	 	 	CCR7	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	non-Hodgkin lymphoma	Low grade scattered non-Hodgkin lymphoma	1.04E-02	 	 	 	 	CD44	1	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Respiratory Disease	lung typical carcinoid tumor	Lung typical carcinoid tumor	1.04E-02	 	 	 	 	CD44	1	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	malignant schwannoma	Malignant schwannoma	1.04E-02	 	 	 	 	CD44	1	
Nucleic Acid Metabolism, Small Molecule Biochemistry	metabolism	Metabolism of CTP	1.04E-02	 	 	 	 	ENTPD4	1	
Cell-To-Cell Signaling and Interaction	mitogenic response	Mitogenic response of tumor cell lines	1.04E-02	 	 	 	 	EMP3	1	
Cellular Assembly and Organization, Tissue Development	morphogenesis	Morphogenesis of tubules	1.04E-02	 	 	 	 	MAP2K6	1	
Cellular Development, Cellular Growth and Proliferation, Nervous System Development and Function, Organismal Development, Tissue Development	neurogenesis	Neurogenesis of neuronal progenitor cells	1.04E-02	 	 	 	 	GZMB	1	
Organismal Injury and Abnormalities	non-cardiac chest pain	Non-cardiac chest pain	1.04E-02	 	 	 	 	CNR2	1	
Neurological Disease, Ophthalmic Disease, Organismal Injury and Abnormalities	opsoclonus-myoclonus syndrome	Opsoclonus-myoclonus syndrome	1.04E-02	 	 	 	 	SCNN1B	1	
Gastrointestinal Disease, Infectious Diseases, Organismal Injury and Abnormalities	oral candidiasis	Oral candidiasis	1.04E-02	 	 	 	 	CYP51A1	1	
Infectious Diseases, Organismal Injury and Abnormalities	paracoccidioidomycosis	Paracoccidioidomycosis	1.04E-02	 	 	 	 	CYP51A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	pleomorphic mantle cell lymphoma	Pleomorphic mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Dermatological Diseases and Conditions, Organismal Injury and Abnormalities	primary skin squamous cell carcinoma	Primary skin squamous cell carcinoma	1.04E-02	 	 	 	 	CD44	1	
Infectious Diseases, Organismal Injury and Abnormalities	quantity	Quantity of Theiler's encephalomyelitis virus	1.04E-02	 	 	 	 	IFIT3	1	
Infectious Diseases, Organismal Injury and Abnormalities	quantity	Quantity of Vesicular stomatitis Indiana virus	1.04E-02	 	 	 	 	IFIT3	1	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	rectosigmoid adenocarcinoma	Rectosigmoid adenocarcinoma	1.04E-02	 	 	 	 	PDK4	1	
Connective Tissue Disorders, Dermatological Diseases and Conditions, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	recurrent immune thrombocytopenic purpura	Recurrent immune thrombocytopenic purpura	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20 positive Burkitt lymphoma	Refractory CD20 positive Burkitt lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20 positive primary mediastinal diffuse large B-cell lymphoma	Refractory CD20 positive primary mediastinal diffuse large B-cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Infectious Diseases, Organismal Injury and Abnormalities	chromoblastomycosis	Refractory chromoblastomycosis	1.04E-02	 	 	 	 	CYP51A1	1	
Infectious Diseases, Organismal Injury and Abnormalities	coccidioidomycosis	Refractory coccidioidomycosis	1.04E-02	 	 	 	 	CYP51A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20 positive Burkitt lymphoma	Relapsed CD20 positive Burkitt lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20 positive primary mediastinal diffuse large B-cell lymphoma	Relapsed CD20 positive primary mediastinal diffuse large B-cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Dermatological Diseases and Conditions, Developmental Disorder, Hereditary Disorder, Organismal Injury and Abnormalities	Setleis syndrome	Setleis syndrome	1.04E-02	 	 	 	 	POSTN	1	
Cardiovascular Disease, Immunological Disease, Inflammatory Disease, Organismal Injury and Abnormalities	microscopic polyangiitis	Severe microscopic polyangiitis	1.04E-02	 	 	 	 	MS4A1	1	
Infectious Diseases, Organismal Injury and Abnormalities	mycosis	Severe mycosis	1.04E-02	 	 	 	 	CYP51A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	small cleaved-cell follicular lymphoma	Small cleaved-cell follicular lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	invasive ductal breast cancer	Stage I invasive ductal breast cancer	1.04E-02	 	 	 	 	CD44	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CCND1 positive CD19 positive mantle cell lymphoma	Stage II CCND1 positive CD19 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CCND1 positive CD20 positive mantle cell lymphoma	Stage II CCND1 positive CD20 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CCND1 positive CD5 positive mantle cell lymphoma	Stage II CCND1 positive CD5 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	PAX5 positive cyclin D1 positive mantle cell lymphoma	Stage II PAX5 positive cyclin D1 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CCND1 positive CD19 positive mantle cell lymphoma	Stage III CCND1 positive CD19 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CCND1 positive CD20 positive mantle cell lymphoma	Stage III CCND1 positive CD20 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CCND1 positive CD5 positive mantle cell lymphoma	Stage III CCND1 positive CD5 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	PAX5 positive cyclin D1 positive mantle cell lymphoma	Stage III PAX5 positive cyclin D1 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CCND1 positive CD19 positive mantle cell lymphoma	Stage IV CCND1 positive CD19 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CCND1 positive CD20 positive mantle cell lymphoma	Stage IV CCND1 positive CD20 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CCND1 positive CD5 positive mantle cell lymphoma	Stage IV CCND1 positive CD5 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	PAX5 positive cyclin D1 positive mantle cell lymphoma	Stage IV PAX5 positive cyclin D1 positive mantle cell lymphoma	1.04E-02	 	 	 	 	MS4A1	1	
Lipid Metabolism, Small Molecule Biochemistry	synthesis	Synthesis of leukotriene D4	1.04E-02	 	 	 	 	GGT5	1	
Molecular Transport	translocation	Translocation of chloride	1.04E-02	 	 	 	 	ANO1	1	
Neurological Disease, Organismal Injury and Abnormalities	neurological disorder	Progressive neurological disorder	1.05E-02	 	 	 	 	PDCD1LG2,PHGDH,RSAD2,IFIT1,ZBTB16,ITLN1,CASS4,CCN2,ANKRD55,GZMB,SKAP2,OTOF,CD69,SLC1A7,SQLE,ANO1,COL28A1,ISG15,P2RY13,IRF4,FHL3,MS4A1,OASL,FDFT1,SORD,CNR2,PDK4,CD44,TUBB4B,UBXN11,ZNF366	31	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	adult leukemia	Adult leukemia	1.05E-02	 	 	 	 	MS4A1,CCR7,IRF4,TUBB4B	4	
Cancer, Organismal Injury and Abnormalities	osteogenic neoplasm	Osteogenic neoplasm	1.05E-02	 	 	 	 	POSTN,ANO1,FETUB,SCNN1B,CCN2,FDFT1,HS3ST3A1,PDK4,CD44,TUBB4B,RFTN1	11	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	brain glioma formation	Brain glioma	1.05E-02	 	 	 	 	TNNC2,PDCD1LG2,FABP6,NMNAT2,CLDN3,IFIT1,SFRP1,CASS4,CLCA1,DMRTC2,PPP1R16B,CTSG,OTOF,CD69,SLC1A7,SIGLEC6,P2RY13,FHL3,ADAM19,SORD,TUBB4B,PIP4K2A,UBXN11,PRDX5,IL31RA,FETUB,PCDHA12,SLC27A3,CRYBA1,CCR3,RFTN1,MCOLN2,MAPKAPK3,PHGDH,DENND2D,SLC26A4,DOK2,ZBTB16,LRRC32,SAMD3,BAIAP3,ANKRD55,IFIT2,HS3ST3A1,SHISA2,SQLE,ANO1,COL28A1,TPSAB1,PER1,SLC9B2,HRH4,IRF4,CEBPE,RASGRP3,HEPH,MS4A1,NAIF1,HSD11B2,PTGDR2,ITIH5,LGALS12,IFT74,CISH,ENTPD4,PDK4,WEE1,POSTN,IFIT3,CLCNKB,SLC9A3,SCNN1B,CRISP2	73	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20 positive T-cell/histiocyte rich diffuse large B-cell lymphoma	CD20 positive T-cell/histiocyte rich diffuse large B-cell lymphoma	1.08E-02	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD274 positive non-Hodgkin lymphoma	CD274 positive non-Hodgkin lymphoma	1.08E-02	 	 	 	 	MS4A1,TUBB4B	2	
Cellular Assembly and Organization, Cellular Function and Maintenance	depolarization	Depolarization of mitochondrial membrane	1.08E-02	 	 	 	 	ITLN1,GZMB	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	diffuse large B-cell lymphoma transformed from follicular lymphoma	Diffuse large B-cell lymphoma transformed from follicular lymphoma	1.08E-02	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Developmental Disorder, Gastrointestinal Disease, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	gastric mucosa-associated lymphoid tissue lymphoma	Gastric mucosa-associated lymphoid tissue lymphoma	1.08E-02	 	 	 	 	MS4A1,TUBB4B	2	
Connective Tissue Disorders, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	abnormal bone density	Abnormal bone density	1.08E-02	 	 	 	 	TNNC2,SLC1A7,CLCNKB,ANO1,CCN2,FDFT1,CNR2	7	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking	binding	Binding of granulocytes	1.08E-02	 	 	 	 	CCR3,CD44,CTSG	3	
Organismal Injury and Abnormalities, Respiratory Disease	respiratory distress	Respiratory distress	1.11E-02	 	 	 	 	CCR7,CLC,CYP51A1,CEBPE,CTSG,TUBB4B	6	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	Philadelphia-positive acute lymphoblastic leukemia	Philadelphia-positive acute lymphoblastic leukemia	1.11E-02	 	 	 	 	MS4A1,PDK4,TUBB4B	3	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	myeloid or lymphoid neoplasm	Myeloid or lymphoid neoplasm	1.14E-02	 	 	 	 	CCR7,PDCD1LG2,RSAD2,CCL18,IFIT1,CLCA1,OR52M1,PPP1R16B,CTSG,SYT2,TESPA1,SPIB,P2RY10,OTOF,CD69,FHL3,BTNL8,CLC,OASL,ADAM19,SORD,TUBB4B,TRAF5,PIP4K2A,UBXN11,IL31RA,FETUB,PCDHA12,CCR3,RFTN1,PHGDH,MMP12,ZBTB16,BAIAP3,ANKRD55,IFIT2,GZMB,ANO1,PER1,ISG15,SLC9B2,HRH4,IRF4,CEBPE,RASGRP3,MS4A1,ITIH5,IFT74,FDFT1,PDK4,WEE1,CD44,CLEC12A,POSTN,GGT5,IFIT3,CYP51A1,CRISP2	58	
Inflammatory Disease, Organismal Injury and Abnormalities, Respiratory Disease	vasomotor rhinitis	Vasomotor rhinitis	1.15E-02	 	 	 	 	PTGDR2,HRH4	2	
Cell-To-Cell Signaling and Interaction, Renal and Urological System Development and Function	binding	Binding of kidney cell lines	1.15E-02	 	 	 	 	POSTN,HRH4,CD44	3	
Endocrine System Disorders, Gastrointestinal Disease, Immunological Disease, Metabolic Disease, Organismal Injury and Abnormalities	insulin-dependent diabetes mellitus	Insulin-dependent diabetes mellitus	1.15E-02	 	 	 	 	MS4A1,CD69,NMNAT2,IRF4,ANKRD55,SKAP2	6	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	invasive breast cancer	Invasive breast cancer	1.16E-02	 	 	 	 	POSTN,CCR7,SQLE,DOK2,OASL,CLDN3,SFRP1,FDFT1,PDK4,CD44,TUBB4B	11	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	uterine cancer	Uterine cancer	1.16E-02	 	 	 	 	CCR7,PDCD1LG2,FABP6,NMNAT2,CLDN3,SFRP1,CASS4,NRROS,BTNL8,OASL,GAS1,ADAM19,TUBB4B,TRAF5,IL31RA,PCDHA12,MAP2K6,CCR3,ZNF157,MCOLN2,PHGDH,WDR93,DOK2,MMP12,ZBTB16,SAMD3,BAIAP3,ANKRD55,HS3ST3A1,VSTM1,GZMB,ARL15,SQLE,ANO1,COL28A1,TPSAB1,ISG15,SLC9B2,HRH4,IRF4,RASGRP3,HEPH,HSD11B2,EMP3,ITIH5,IFT74,FDFT1,CNR2,CD44,CLEC12A,IFIT3,GAPT,ZNF366,DYDC1,XCR1	55	
Carbohydrate Metabolism	catabolism	Catabolism of carbohydrate	1.18E-02	 	 	 	 	POSTN,SORD,CD44	3	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	HER2 negative hormone receptor negative breast cancer	HER2 negative hormone receptor negative breast cancer	1.19E-02	 	 	 	 	POSTN,RSAD2,GAS1,SFRP1,CCN2,SORD,PDK4,WEE1,TUBB4B	9	
Neurological Disease, Organismal Injury and Abnormalities	progressive motor neuropathy	Progressive motor neuropathy	1.20E-02	 	 	 	 	MS4A1,PHGDH,RSAD2,IFIT1,ITLN1,FDFT1,ANKRD55,CNR2,PDK4,CD44,GZMB,SKAP2,CD69,SLC1A7,SQLE,ISG15,IRF4,FHL3	18	
Digestive System Development and Function, Gastrointestinal Disease, Hepatic System Development and Function, Hepatic System Disease, Inflammatory Disease, Inflammatory Response, Metabolic Disease, Organ Development, Organismal Injury and Abnormalities	steatohepatitis	Steatohepatitis	1.21E-02	 	 	 	 	IFIT3,ISG15,IFIT2,CCR3	4	
Dermatological Diseases and Conditions, Immunological Disease, Inflammatory Disease, Inflammatory Response, Organismal Injury and Abnormalities	bullous pemphigoid	Bullous pemphigoid	1.22E-02	 	 	 	 	MS4A1,GZMB	2	
Inflammatory Disease, Neurological Disease, Ophthalmic Disease, Organismal Injury and Abnormalities	Devic syndrome	Devic syndrome	1.22E-02	 	 	 	 	MS4A1,CD69	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	Hodgkin lymphoma	Relapsed Hodgkin lymphoma	1.22E-02	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Organismal Injury and Abnormalities, Renal and Urological Disease	metastatic renal cancer	Metastatic renal cancer	1.22E-02	 	 	 	 	SFRP1,FDFT1,TUBB4B	3	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	non-Hodgkin disease	Indolent non-Hodgkin lymphoma	1.25E-02	 	 	 	 	POSTN,MS4A1,ITIH5,ANO1,PER1,PCDHA12,IRF4,CD44,TUBB4B,RFTN1	10	
Developmental Disorder, Hereditary Disorder, Metabolic Disease, Organismal Injury and Abnormalities	inborn error of metabolism	Autosomal recessive inborn error of metabolism	1.26E-02	 	 	 	 	SLC9A3,PER1,CYP51A1,SCNN1B,FDFT1,CTSG	6	
Organismal Injury and Abnormalities	acute disease	Acute disease	1.27E-02	 	 	 	 	CCR7,PDCD1LG2,PHGDH,IFIT1,CCN2,ANKRD55,IFIT2,CLCA1,CTSG,SYT2,GZMB,TESPA1,P2RY10,OTOF,SLC9B2,HRH4,IRF4,CEBPE,RASGRP3,BTNL8,MS4A1,ITIH5,CLC,IFT74,FDFT1,PDK4,WEE1,CD44,TUBB4B,TRAF5,PIP4K2A,CLEC12A,POSTN,GGT5,SLC9A3,IL31RA,CDH26,FETUB,PCDHA12,CYP51A1,CRISP2,MAP2K6,CCR3	43	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	testicular cancer	Testicular cancer	1.29E-02	 	 	 	 	MS4A1,IRF4,HS3ST3A1,TUBB4B	4	
Organismal Injury and Abnormalities, Respiratory Disease	bronchiectasis	Bronchiectasis	1.29E-02	 	 	 	 	CYP51A1,SCNN1B	2	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	breast cancer	Stage IIIA breast cancer	1.29E-02	 	 	 	 	FDFT1,TUBB4B	2	
Cancer, Organismal Injury and Abnormalities	metastasis	Metastasis	1.30E-02	 	 	 	 	TNNC2,MS4A1,CCR7,CLDN3,CST1,SFRP1,CCN2,FDFT1,CD44,TUBB4B,HRH4,CYP51A1,IRF4	13	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	primary central nervous system cancer	Primary central nervous system cancer	1.31E-02	 	 	 	 	MS4A1,SAMD3,SORD,TUBB4B	4	
Cell-To-Cell Signaling and Interaction	adhesion	Adhesion of blood cells	1.32E-02	 	1.330	 	1.756	MS4A1,CCR3,CD44,CTSG,GZMB	5	
Cell Death and Survival, Organismal Injury and Abnormalities	apoptosis	Apoptosis of leukocyte cell lines	1.33E-02	 	 	 	 	MS4A1,CD69,IRF4	3	
Cancer, Organismal Injury and Abnormalities	subcutaneous tumor	Subcutaneous tumor	1.33E-02	 	 	 	 	POSTN,MS4A1,IFIT3,IFIT1,SFRP1,PDK4,WEE1,CD44,TUBB4B	9	
Gastrointestinal Disease, Inflammatory Disease, Organismal Injury and Abnormalities	Crohn disease	Crohn disease	1.37E-02	 	 	 	 	DOK2,ITLN1,CYP51A1,FDFT1,LRRC32,ANKRD55,CD44,SKAP2	8	
Cancer, Cell Death and Survival, Organismal Injury and Abnormalities, Tumor Morphology	apoptosis	Apoptosis of chronic lymphocytic leukemia cells	1.37E-02	 	 	 	 	MS4A1,CD44	2	
Cellular Development, Cellular Growth and Proliferation, Hematological System Development and Function, Hematopoiesis, Lymphoid Tissue Structure and Development, Tissue Development	differentiation	Differentiation of CD34+ cells	1.37E-02	 	 	 	 	CEBPE,SPIB	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	TP53 mutation positive lymphoma	TP53 mutation positive lymphoma	1.37E-02	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	HER2-positive carcinoma of breast	HER2-positive carcinoma of breast	1.37E-02	 	 	 	 	CLCNKB,LRRC32,OR52M1,TUBB4B,PIP4K2A	5	
Cancer, Organismal Injury and Abnormalities	cancer	Stage III cancer	1.37E-02	 	 	 	 	MS4A1,SQLE,MMP12,FDFT1,TUBB4B	5	
Cell Death and Survival, Organismal Injury and Abnormalities	cell death	Cell death of lymphocytes	1.39E-02	 	 	 	 	MS4A1,CLC,ZBTB16,GZMB	4	
Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	histiocytosis	Histiocytosis	1.39E-02	 	 	 	 	MS4A1,MMP12,IL22RA2,TUBB4B	4	
Cancer, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	leiomyosarcoma	Leiomyosarcoma	1.41E-02	 	 	 	 	POSTN,CD44,TUBB4B	3	
Organismal Injury and Abnormalities	pulmonary fibrosis or aplastic anemia	Pulmonary fibrosis or aplastic anemia	1.44E-02	 	 	 	 	POSTN,MS4A1,PHGDH,CCL18,P2RY13,CYP51A1,CCN2,SAMD3,CD44	9	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	plasma cell myeloma	Plasma cell myeloma	1.44E-02	 	 	 	 	MS4A1,PDCD1LG2,UBXN11,IFIT3,IRF4,FDFT1,IFIT2,CD44,CTSG,TUBB4B,TRAF5	11	
Cellular Movement, Embryonic Development	cell movement	Cell movement of embryonic cell lines	1.44E-02	 	 	 	 	POSTN,HSD11B2,PTGDR2,CCR3	4	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	diffuse large B-cell lymphoma associated with chronic inflammation	Diffuse large B-cell lymphoma associated with chronic inflammation	1.45E-02	 	 	 	 	MS4A1,TUBB4B	2	
